id,productName,productDescription,productPrice,productType
4345,Alphazap,Alphazap_6.40,7.06,Service
4346,Zathin,Zathin_7.7,6.56,Software
4347,Zoolab,Zoolab_0.12,2.59,Hardware
4348,Cardguard,Cardguard_0.89,6.64,Hardware
4349,Tin,Tin_1.0,1.91,Service
4350,Quo Lux,Quo Lux_4.8,2.82,Hardware
4351,Solarbreeze,Solarbreeze_0.21,6.45,Service
4352,Lotstring,Lotstring_9.69,4.12,Hardware
4353,Bamity,Bamity_0.58,5.16,Service
4354,Rank,Rank_0.1.2,4.28,Service
4355,Job,Job_8.2.9,5.24,Hardware
4356,Kanlam,Kanlam_4.7,1.99,Service
4357,Overhold,Overhold_0.9.8,6.77,Service
4358,Viva,Viva_5.3.4,7.67,Service
4359,Lotstring,Lotstring_0.3.4,2.26,Software
4360,Asoka,Asoka_0.8.2,7.37,Hardware
4361,Zoolab,Zoolab_0.9.7,4.71,Service
4362,It,It_2.0,6.91,Software
4363,Temp,Temp_0.97,1.45,Hardware
4364,Alpha,Alpha_1.1.6,2.2,Hardware
4365,Sonair,Sonair_0.3.9,5.34,Service
4366,It,It_8.66,3.68,Hardware
4367,Cardguard,Cardguard_0.90,3.09,Hardware
4368,Transcof,Transcof_0.88,1.86,Service
4369,Vagram,Vagram_3.82,9.11,Service
4370,Solarbreeze,Solarbreeze_8.5.6,2.53,Hardware
4371,Bamity,Bamity_8.2,0.09,Hardware
4372,Matsoft,Matsoft_0.46,8.34,Hardware
4373,Vagram,Vagram_0.4.1,4.98,Hardware
4374,Flexidy,Flexidy_0.27,5.38,Software
4375,Voyatouch,Voyatouch_3.4.0,5.78,Hardware
4376,Flowdesk,Flowdesk_6.6,2.34,Hardware
4377,Bamity,Bamity_0.4.1,9.97,Software
4378,Bitchip,Bitchip_0.44,2.81,Software
4379,Namfix,Namfix_0.71,3.02,Hardware
4380,It,It_8.7,1.43,Service
4381,Solarbreeze,Solarbreeze_0.81,4.93,Software
4382,Home Ing,Home Ing_0.1.6,8.33,Software
4383,Sonair,Sonair_5.8,5.37,Service
4384,Redhold,Redhold_8.31,9.15,Hardware
4385,Wrapsafe,Wrapsafe_8.88,8.9,Service
4386,Tin,Tin_5.9.1,3.14,Hardware
4387,Bigtax,Bigtax_0.1.1,8.11,Hardware
4388,Home Ing,Home Ing_7.00,3.74,Service
4389,Tresom,Tresom_8.26,1.56,Service
4390,Zathin,Zathin_0.3.1,4.84,Service
4391,Quo Lux,Quo Lux_4.3,7.22,Hardware
4392,Veribet,Veribet_9.2.2,2.95,Hardware
4393,Bytecard,Bytecard_6.18,3.56,Hardware
4394,Toughjoyfax,Toughjoyfax_3.46,4.31,Hardware
4395,Treeflex,Treeflex_6.8.1,8.38,Hardware
4396,Tempsoft,Tempsoft_0.5.1,3.36,Software
4397,Konklux,Konklux_2.4.4,6.9,Service
4398,Regrant,Regrant_0.4.9,0.71,Software
4399,Vagram,Vagram_5.3.3,2.68,Service
4400,Bytecard,Bytecard_6.2.1,7.87,Hardware
4401,Keylex,Keylex_1.6,0.14,Service
4402,Fintone,Fintone_0.1.7,5.88,Software
4403,Flowdesk,Flowdesk_2.7.2,0.24,Service
4404,Matsoft,Matsoft_0.6.8,2.53,Software
4405,Y-find,Y-find_6.6.0,3.93,Software
4406,Pannier,Pannier_4.3.3,4.24,Hardware
4407,Treeflex,Treeflex_0.7.9,8.89,Service
4408,Sub-Ex,Sub-Ex_0.59,7.36,Service
4409,Fixflex,Fixflex_1.2.5,4.79,Service
4410,Aerified,Aerified_2.1,9.56,Software
4411,Tin,Tin_2.84,4.45,Hardware
4412,Redhold,Redhold_0.8.6,1.04,Hardware
4413,Job,Job_0.21,1.51,Software
4414,Veribet,Veribet_0.14,9.06,Service
4415,Bamity,Bamity_9.30,2.08,Software
4416,Fintone,Fintone_8.5.0,3.42,Software
4417,Zaam-Dox,Zaam-Dox_0.86,3.85,Software
4418,Mat Lam Tam,Mat Lam Tam_3.9,10,Service
4419,Fixflex,Fixflex_9.3,6.29,Software
4420,Opela,Opela_1.3.6,3.23,Service
4421,Tres-Zap,Tres-Zap_7.34,9.55,Hardware
4422,Daltfresh,Daltfresh_0.8.1,0.59,Software
4423,Zoolab,Zoolab_4.9,3.28,Service
4424,Fix San,Fix San_0.7.0,5.77,Service
4425,Temp,Temp_0.12,3.25,Service
4426,Home Ing,Home Ing_5.56,5.04,Software
4427,Namfix,Namfix_0.1.0,3.05,Software
4428,Treeflex,Treeflex_0.5.4,7.64,Service
4429,Kanlam,Kanlam_0.3.0,8.56,Hardware
4430,Fix San,Fix San_0.9.5,1.58,Software
4431,Y-find,Y-find_3.4.5,7.04,Hardware
4432,Gembucket,Gembucket_7.28,6.58,Service
4433,Andalax,Andalax_7.4.2,5.94,Software
4434,Greenlam,Greenlam_7.12,0.44,Hardware
4435,Stim,Stim_0.41,7.81,Service
4436,Redhold,Redhold_0.85,5.78,Service
4437,Rank,Rank_0.6.9,9.83,Software
4438,Lotstring,Lotstring_2.35,7.34,Hardware
4439,Asoka,Asoka_9.6.4,6.71,Software
4440,Greenlam,Greenlam_0.42,7.77,Software
4441,Viva,Viva_4.8,8.77,Software
4442,Ronstring,Ronstring_0.80,5.8,Software
4443,Ronstring,Ronstring_9.10,7.05,Hardware
4444,Vagram,Vagram_0.68,0.47,Software
4445,Andalax,Andalax_5.9,3.05,Service
4446,Bitwolf,Bitwolf_8.9.5,9.59,Hardware
4447,Fintone,Fintone_0.31,1.4,Service
4448,Voltsillam,Voltsillam_9.4,1.63,Hardware
4449,Andalax,Andalax_5.64,0.17,Software
4450,Viva,Viva_0.2.2,2.2,Hardware
4451,Bamity,Bamity_0.5.9,0.55,Service
4452,Y-Solowarm,Y-Solowarm_9.6.9,5.9,Software
4453,Trippledex,Trippledex_0.6.4,6.59,Service
4454,Zathin,Zathin_2.4.7,0.17,Software
4455,Treeflex,Treeflex_0.8.6,2.56,Hardware
4456,Y-Solowarm,Y-Solowarm_1.3.3,6.24,Hardware
4457,Opela,Opela_0.36,1.39,Service
4458,Bamity,Bamity_0.22,8,Service
4459,Bitwolf,Bitwolf_0.91,4.88,Hardware
4460,Andalax,Andalax_0.7.6,0.42,Software
4461,It,It_8.3,8.5,Hardware
4462,Keylex,Keylex_0.44,4.56,Service
4463,Redhold,Redhold_9.2.8,9.95,Service
4464,Fixflex,Fixflex_6.2,1,Hardware
4465,Gembucket,Gembucket_2.1.4,0.35,Hardware
4466,Alphazap,Alphazap_1.6.5,2.76,Software
4467,Sonsing,Sonsing_0.1.8,3.43,Hardware
4468,Alphazap,Alphazap_2.0,1.64,Hardware
4469,Stringtough,Stringtough_0.33,8.33,Software
4470,Stronghold,Stronghold_7.03,9.64,Hardware
4471,Kanlam,Kanlam_3.6.0,8.77,Software
4472,Stim,Stim_0.3.3,4.73,Hardware
4473,Biodex,Biodex_0.77,0.56,Software
4474,Temp,Temp_1.64,3.61,Software
4475,Lotstring,Lotstring_9.19,8.44,Hardware
4476,Regrant,Regrant_7.6,7.63,Service
4477,Rank,Rank_9.5,5.06,Service
4478,Redhold,Redhold_0.48,5.23,Software
4479,Treeflex,Treeflex_0.9.4,1.29,Service
4480,Sonsing,Sonsing_0.41,1.15,Service
4481,Aerified,Aerified_8.55,1.86,Hardware
4482,Bitchip,Bitchip_2.3.4,4.82,Service
4483,Bitwolf,Bitwolf_3.8,1.58,Service
4484,Flexidy,Flexidy_1.3.5,3.57,Service
4485,Fixflex,Fixflex_3.8,4.86,Service
4486,Voltsillam,Voltsillam_0.7.3,1.01,Hardware
4487,Prodder,Prodder_0.18,6.46,Software
4488,Regrant,Regrant_5.2.0,0.84,Service
4489,Stringtough,Stringtough_0.2.4,4.15,Hardware
4490,Quo Lux,Quo Lux_7.6,6.74,Hardware
4491,Daltfresh,Daltfresh_0.28,7.85,Software
4492,Solarbreeze,Solarbreeze_4.4.6,8.2,Hardware
4493,Stronghold,Stronghold_3.2.7,7.57,Hardware
4494,Sub-Ex,Sub-Ex_0.63,3.45,Software
4495,Biodex,Biodex_3.5.5,4.49,Software
4496,Keylex,Keylex_0.7.8,4.05,Software
4497,Rank,Rank_0.53,4.41,Hardware
4498,Alphazap,Alphazap_0.64,2.44,Service
4499,Bitchip,Bitchip_0.9.0,5.48,Service
4500,Tres-Zap,Tres-Zap_0.32,4.42,Service
4501,Job,Job_0.8.1,5.18,Hardware
4502,Bamity,Bamity_0.41,5.48,Service
4503,Tin,Tin_9.1,9.64,Hardware
4504,Greenlam,Greenlam_2.1.4,7.1,Hardware
4505,Bitwolf,Bitwolf_6.0.1,5.65,Hardware
4506,Duobam,Duobam_6.4.8,6.6,Service
4507,Voyatouch,Voyatouch_0.2.7,7.02,Software
4508,Tresom,Tresom_1.18,5.47,Service
4509,Namfix,Namfix_0.49,5.65,Service
4510,Holdlamis,Holdlamis_0.17,9.04,Hardware
4511,Fixflex,Fixflex_0.72,4.6,Service
4512,Subin,Subin_0.28,9.08,Software
4513,Zaam-Dox,Zaam-Dox_0.22,2.33,Service
4514,Duobam,Duobam_3.8.7,4.3,Software
4515,Veribet,Veribet_7.0,4.2,Hardware
4516,Stringtough,Stringtough_0.5.8,6.89,Hardware
4517,Mat Lam Tam,Mat Lam Tam_3.15,6.67,Software
4518,Keylex,Keylex_0.1.1,5.65,Hardware
4519,Fintone,Fintone_6.18,1.16,Software
4520,Gembucket,Gembucket_3.62,6.78,Service
4521,Matsoft,Matsoft_9.6.2,9.15,Service
4522,Overhold,Overhold_0.7.0,1.5,Service
4523,Y-Solowarm,Y-Solowarm_1.0.0,4.18,Service
4524,Bitchip,Bitchip_0.8.1,2.35,Hardware
4525,Veribet,Veribet_8.45,4.95,Hardware
4526,Alphazap,Alphazap_0.5.9,6.47,Hardware
4527,Sonsing,Sonsing_1.0.3,2.95,Service
4528,Gembucket,Gembucket_6.86,0.72,Service
4529,Fixflex,Fixflex_3.7,3.29,Software
4530,It,It_1.2,6.11,Hardware
4531,Fintone,Fintone_0.91,4.94,Service
4532,Y-find,Y-find_0.39,2.42,Software
4533,Pannier,Pannier_0.75,7.89,Service
4534,Cardguard,Cardguard_0.8.6,9.14,Hardware
4535,Treeflex,Treeflex_7.35,0.53,Hardware
4536,Pannier,Pannier_0.67,4.5,Software
4537,Asoka,Asoka_6.1,4.07,Service
4538,Regrant,Regrant_9.2.9,3.58,Hardware
4539,Daltfresh,Daltfresh_0.75,7.96,Service
4540,Greenlam,Greenlam_0.87,3.07,Software
4541,Zontrax,Zontrax_6.9,5.29,Software
4542,Rank,Rank_7.90,3.96,Hardware
4543,Flowdesk,Flowdesk_5.60,2.35,Hardware
4544,Zamit,Zamit_0.70,0.32,Service
4545,Fixflex,Fixflex_1.69,8.31,Hardware
4546,Stronghold,Stronghold_5.0,7.95,Service
4547,Tresom,Tresom_0.1.2,8.03,Hardware
4548,Transcof,Transcof_0.6.7,6.42,Service
4549,Latlux,Latlux_6.6,4.83,Hardware
4550,Flowdesk,Flowdesk_0.8.1,5.37,Software
4551,Alphazap,Alphazap_0.6.6,5.39,Hardware
4552,Konklux,Konklux_6.8.3,1.42,Service
4553,Domainer,Domainer_5.66,1.27,Software
4554,Pannier,Pannier_0.4.4,5.38,Hardware
4555,Quo Lux,Quo Lux_1.67,7.97,Service
4556,Solarbreeze,Solarbreeze_0.44,3.59,Service
4557,Zoolab,Zoolab_4.47,5.76,Hardware
4558,Rank,Rank_6.5,2.96,Service
4559,Bamity,Bamity_5.10,6.13,Software
4560,Span,Span_2.1,0.93,Hardware
4561,Tresom,Tresom_0.49,9.68,Software
4562,It,It_8.7.3,0.88,Hardware
4563,Fix San,Fix San_0.95,2.42,Hardware
4564,Domainer,Domainer_0.4.2,6.24,Service
4565,Flexidy,Flexidy_9.5,7.44,Hardware
4566,Biodex,Biodex_2.8,8.26,Hardware
4567,Y-Solowarm,Y-Solowarm_4.25,4.18,Hardware
4568,Andalax,Andalax_8.9.9,2.59,Software
4569,Lotlux,Lotlux_3.3.2,9.83,Hardware
4570,Biodex,Biodex_4.8,8.54,Hardware
4571,Y-Solowarm,Y-Solowarm_0.8.0,0.47,Software
4572,Konklux,Konklux_6.9,5.75,Service
4573,Sub-Ex,Sub-Ex_3.8,1.97,Hardware
4574,Redhold,Redhold_1.0,8.48,Hardware
4575,Lotlux,Lotlux_7.59,3.77,Software
4576,Andalax,Andalax_0.71,0.39,Software
4577,Prodder,Prodder_9.4.1,9.18,Hardware
4578,Ronstring,Ronstring_7.7.0,7.49,Hardware
4579,Biodex,Biodex_2.2,5.18,Service
4580,Voltsillam,Voltsillam_0.88,6.78,Software
4581,Span,Span_7.8,8.53,Service
4582,Tampflex,Tampflex_0.7.9,4.68,Hardware
4583,Daltfresh,Daltfresh_8.55,8.77,Hardware
4584,Fintone,Fintone_4.3,1.94,Hardware
4585,Andalax,Andalax_0.4.2,0.03,Hardware
4586,Toughjoyfax,Toughjoyfax_6.59,6.63,Software
4587,Andalax,Andalax_0.8.4,2.48,Software
4588,Subin,Subin_0.99,3.98,Service
4589,Ronstring,Ronstring_5.26,1.75,Hardware
4590,Namfix,Namfix_8.6,4.37,Hardware
4591,Lotstring,Lotstring_0.7.2,7.3,Service
4592,Regrant,Regrant_5.97,7.33,Service
4593,Ronstring,Ronstring_0.1.7,3.4,Hardware
4594,Sonsing,Sonsing_5.68,1.9,Hardware
4595,Zaam-Dox,Zaam-Dox_0.6.4,1.59,Hardware
4596,Vagram,Vagram_1.2.6,9.06,Hardware
4597,Opela,Opela_0.6.3,4.72,Hardware
4598,Konklux,Konklux_0.8.1,0.16,Software
4599,Aerified,Aerified_2.67,4.41,Hardware
4600,Otcom,Otcom_2.97,1.35,Service
4601,Andalax,Andalax_0.2.4,3.14,Software
4602,Gembucket,Gembucket_6.3,9.48,Service
4603,Matsoft,Matsoft_0.38,9.45,Hardware
4604,Greenlam,Greenlam_0.48,2.48,Service
4605,It,It_8.71,3.62,Hardware
4606,Holdlamis,Holdlamis_8.9,2.71,Software
4607,Alphazap,Alphazap_5.2,3.86,Service
4608,Vagram,Vagram_1.5.7,6.44,Software
4609,Sub-Ex,Sub-Ex_9.81,8.37,Software
4610,Tin,Tin_4.01,1.13,Service
4611,Biodex,Biodex_0.2.7,8.58,Hardware
4612,Sonair,Sonair_0.58,9.54,Hardware
4613,Konklux,Konklux_4.1.8,7.43,Hardware
4614,Y-find,Y-find_0.33,1.34,Hardware
4615,It,It_0.4.6,6.47,Hardware
4616,Hatity,Hatity_5.22,8.26,Hardware
4617,Bamity,Bamity_4.9,5.59,Software
4618,Trippledex,Trippledex_0.5.1,9.12,Service
4619,Stronghold,Stronghold_2.0,6.31,Service
4620,Tin,Tin_4.8,3.73,Service
4621,Voyatouch,Voyatouch_0.58,0.38,Software
4622,Biodex,Biodex_7.88,1.24,Hardware
4623,Kanlam,Kanlam_0.56,0.66,Service
4624,Holdlamis,Holdlamis_1.4.0,3.27,Software
4625,Tresom,Tresom_0.68,9.21,Software
4626,Tampflex,Tampflex_0.59,1.16,Software
4627,Ventosanzap,Ventosanzap_2.88,0.34,Service
4628,Greenlam,Greenlam_0.24,6.78,Software
4629,Sonair,Sonair_0.8.0,2.34,Software
4630,Y-find,Y-find_0.4.4,4.65,Hardware
4631,Regrant,Regrant_2.4,6.17,Hardware
4632,Keylex,Keylex_7.1,4.85,Hardware
4633,Tempsoft,Tempsoft_0.18,8.74,Hardware
4634,Tin,Tin_0.3.7,1.96,Software
4635,Vagram,Vagram_0.1.9,2.28,Hardware
4636,Toughjoyfax,Toughjoyfax_6.45,6.97,Hardware
4637,Zaam-Dox,Zaam-Dox_9.49,1.41,Hardware
4638,Keylex,Keylex_3.3.1,3.56,Software
4639,Mat Lam Tam,Mat Lam Tam_3.96,5.02,Service
4640,Ronstring,Ronstring_5.8,0.46,Software
4641,Cardify,Cardify_1.9.5,3.06,Software
4642,Kanlam,Kanlam_0.3.1,6.63,Software
4643,Voyatouch,Voyatouch_0.4.3,5,Service
4644,Zontrax,Zontrax_5.8.0,9.12,Hardware
4645,Cardguard,Cardguard_2.6,6.62,Hardware
4646,Tampflex,Tampflex_0.6.8,7.09,Software
4647,Voyatouch,Voyatouch_0.86,9.19,Hardware
4648,Voyatouch,Voyatouch_0.9.6,8.58,Software
4649,Latlux,Latlux_0.1.9,9.85,Software
4650,Cardguard,Cardguard_0.10,3.48,Service
4651,Stim,Stim_5.0,4.11,Software
4652,Veribet,Veribet_3.0,4.43,Service
4653,Cardify,Cardify_0.38,5.63,Hardware
4654,Zoolab,Zoolab_1.70,5.73,Software
4655,Sonair,Sonair_0.23,1.74,Hardware
4656,Sonsing,Sonsing_5.57,6.66,Hardware
4657,Solarbreeze,Solarbreeze_6.79,0.38,Service
4658,Konklab,Konklab_1.3,1.83,Hardware
4659,Stim,Stim_0.5.5,4.02,Service
4660,Overhold,Overhold_4.7.2,5.02,Service
4661,Aerified,Aerified_0.2.5,8.02,Hardware
4662,Zamit,Zamit_3.28,5.35,Hardware
4663,Andalax,Andalax_1.8,7.75,Software
4664,Lotlux,Lotlux_2.50,4.87,Service
4665,Cardguard,Cardguard_0.9.3,2.29,Hardware
4666,Job,Job_1.9,7.43,Service
4667,Zaam-Dox,Zaam-Dox_1.6.1,6.17,Hardware
4668,Opela,Opela_0.24,7.31,Service
4669,Stringtough,Stringtough_9.03,4.67,Service
4670,Bigtax,Bigtax_1.9,6.08,Hardware
4671,Stringtough,Stringtough_0.1.8,4.58,Hardware
4672,Tin,Tin_0.75,5.96,Software
4673,Cardguard,Cardguard_8.9,7.54,Hardware
4674,Y-Solowarm,Y-Solowarm_9.59,1.73,Service
4675,Y-Solowarm,Y-Solowarm_0.5.3,5.58,Service
4676,Greenlam,Greenlam_9.47,0.98,Hardware
4677,Voyatouch,Voyatouch_0.1.3,4.02,Hardware
4678,Lotlux,Lotlux_6.87,1.59,Service
4679,Hatity,Hatity_0.2.1,9.79,Software
4680,Latlux,Latlux_4.2,2.21,Service
4681,Veribet,Veribet_3.44,0.94,Service
4682,Sonair,Sonair_4.9,2.56,Software
4683,Tampflex,Tampflex_0.79,2.08,Software
4684,Kanlam,Kanlam_0.3.4,5.39,Hardware
4685,Aerified,Aerified_2.05,3.23,Hardware
4686,Bamity,Bamity_9.69,8.25,Hardware
4687,Alpha,Alpha_0.66,2.53,Hardware
4688,Asoka,Asoka_9.2.7,2.68,Software
4689,Zontrax,Zontrax_8.46,6.04,Software
4690,Y-Solowarm,Y-Solowarm_3.49,8.66,Software
4691,Holdlamis,Holdlamis_3.3,8.52,Hardware
4692,Cardguard,Cardguard_5.25,5.18,Hardware
4693,Transcof,Transcof_7.0.4,1.99,Hardware
4694,Ventosanzap,Ventosanzap_3.11,9.76,Software
4695,Alpha,Alpha_0.3.2,8.59,Hardware
4696,Keylex,Keylex_5.7.0,4.17,Service
4697,Prodder,Prodder_3.31,8.03,Software
4698,Bigtax,Bigtax_1.7,0.44,Hardware
4699,Stim,Stim_7.62,2,Hardware
4700,Flexidy,Flexidy_0.99,1.57,Hardware
4701,Span,Span_0.16,5.7,Software
4702,Regrant,Regrant_0.6.0,8.07,Hardware
4703,Ventosanzap,Ventosanzap_5.9,2.65,Hardware
4704,Stringtough,Stringtough_5.2.5,9.73,Software
4705,Quo Lux,Quo Lux_8.7,5.79,Hardware
4706,Opela,Opela_8.3,2.06,Software
4707,Tampflex,Tampflex_2.50,8.68,Service
4708,Andalax,Andalax_0.7.1,2.03,Software
4709,Bytecard,Bytecard_4.52,4.79,Service
4710,Lotstring,Lotstring_0.80,1.7,Service
4711,Duobam,Duobam_3.1,0.3,Software
4712,Solarbreeze,Solarbreeze_3.6.3,5.36,Hardware
4713,Span,Span_8.65,1.4,Hardware
4714,Prodder,Prodder_0.12,7.21,Hardware
4715,Transcof,Transcof_2.9,2.18,Service
4716,Cookley,Cookley_0.36,6.69,Hardware
4717,Veribet,Veribet_7.5.5,2.31,Software
4718,Toughjoyfax,Toughjoyfax_0.6.9,3.57,Hardware
4719,Gembucket,Gembucket_4.12,4.36,Software
4720,Temp,Temp_0.5.2,1.21,Software
4721,Lotstring,Lotstring_0.5.3,8.31,Software
4722,Zamit,Zamit_9.3,0.64,Software
4723,Alpha,Alpha_0.9.0,4.78,Software
4724,Bitchip,Bitchip_0.9.2,3.81,Software
4725,Job,Job_0.5.4,4.52,Software
4726,Veribet,Veribet_0.67,1.13,Service
4727,Toughjoyfax,Toughjoyfax_0.7.0,8.04,Service
4728,Job,Job_0.8.0,0.66,Hardware
4729,Domainer,Domainer_6.92,7.34,Hardware
4730,Redhold,Redhold_1.4.3,8.02,Hardware
4731,Y-Solowarm,Y-Solowarm_0.79,1.59,Hardware
4732,Zaam-Dox,Zaam-Dox_0.91,1.92,Hardware
4733,Prodder,Prodder_0.2.2,8.34,Software
4734,Bigtax,Bigtax_2.8.8,9.94,Service
4735,Voltsillam,Voltsillam_0.4.3,5.72,Hardware
4736,Domainer,Domainer_3.3.0,2.01,Service
4737,Job,Job_9.6.2,3.3,Service
4738,Bigtax,Bigtax_6.0.9,1.82,Service
4739,Zontrax,Zontrax_0.8.1,3.81,Hardware
4740,Voltsillam,Voltsillam_6.6.4,6.52,Hardware
4741,Tres-Zap,Tres-Zap_0.4.5,3.25,Hardware
4742,Rank,Rank_8.8.7,4.15,Software
4743,Vagram,Vagram_2.23,1.96,Service
4744,Ventosanzap,Ventosanzap_5.5,9.26,Hardware
4745,Wrapsafe,Wrapsafe_3.60,7.62,Hardware
4746,Tres-Zap,Tres-Zap_4.8,7.54,Hardware
4747,Flexidy,Flexidy_0.5.9,2.92,Service
4748,Transcof,Transcof_0.3.1,8.85,Service
4749,Sonsing,Sonsing_0.12,8.49,Hardware
4750,Zathin,Zathin_5.9,0.8,Service
4751,Trippledex,Trippledex_7.59,4.62,Service
4752,Wrapsafe,Wrapsafe_9.51,0.83,Software
4753,Asoka,Asoka_3.45,3.07,Hardware
4754,Tempsoft,Tempsoft_0.67,6.8,Software
4755,Bytecard,Bytecard_3.9,7.92,Hardware
4756,Andalax,Andalax_0.41,3.29,Hardware
4757,Voltsillam,Voltsillam_1.9,1.66,Hardware
4758,Fixflex,Fixflex_7.5,4.45,Software
4759,Prodder,Prodder_0.65,7.19,Hardware
4760,Holdlamis,Holdlamis_3.18,5.37,Service
4761,Sonair,Sonair_1.6,2.9,Software
4762,Cardguard,Cardguard_8.40,4.11,Service
4763,Tresom,Tresom_5.8,3.64,Software
4764,Overhold,Overhold_9.4,6.83,Service
4765,Subin,Subin_0.3.2,2.98,Software
4766,Span,Span_0.5.7,5.94,Service
4767,Fixflex,Fixflex_4.9,0.26,Hardware
4768,Job,Job_0.5.4,0.74,Service
4769,Wrapsafe,Wrapsafe_2.2.9,7.11,Service
4770,Tresom,Tresom_0.2.3,9.35,Hardware
4771,Opela,Opela_3.2,2,Software
4772,Regrant,Regrant_0.9.5,2.63,Service
4773,Stringtough,Stringtough_0.61,6.45,Hardware
4774,Lotstring,Lotstring_9.21,2.4,Software
4775,Bitwolf,Bitwolf_0.5.7,2.55,Software
4776,Gembucket,Gembucket_3.6,3.81,Service
4777,Mat Lam Tam,Mat Lam Tam_7.33,3.48,Hardware
4778,Trippledex,Trippledex_7.1.0,4.07,Hardware
4779,Otcom,Otcom_1.8.7,0.88,Software
4780,Bitwolf,Bitwolf_0.70,1.51,Hardware
4781,Namfix,Namfix_3.3,1,Hardware
4782,Alpha,Alpha_0.5.0,4.28,Service
4783,Zaam-Dox,Zaam-Dox_0.5.9,8.46,Hardware
4784,Gembucket,Gembucket_3.7.6,2.54,Hardware
4785,Vagram,Vagram_0.3.2,4.18,Software
4786,Wrapsafe,Wrapsafe_1.5.7,2.05,Software
4787,Span,Span_7.4,6.83,Hardware
4788,Rank,Rank_5.8.8,4.17,Software
4789,Zontrax,Zontrax_5.42,7.8,Hardware
4790,Aerified,Aerified_5.80,2.13,Software
4791,Bytecard,Bytecard_5.1.1,0.01,Hardware
4792,Tresom,Tresom_0.45,0.38,Hardware
4793,Alpha,Alpha_5.31,1.91,Service
4794,Flowdesk,Flowdesk_0.17,5.24,Service
4795,Holdlamis,Holdlamis_0.21,7.15,Hardware
4796,Bamity,Bamity_8.65,4.29,Software
4797,Transcof,Transcof_3.19,3.84,Hardware
4798,Duobam,Duobam_2.1.0,4.88,Service
4799,Namfix,Namfix_0.6.5,0.79,Software
4800,Temp,Temp_1.15,8.5,Service
4801,Fintone,Fintone_0.86,4.89,Service
4802,Tin,Tin_5.2.8,9.64,Service
4803,Y-Solowarm,Y-Solowarm_5.0,0.36,Hardware
4804,Namfix,Namfix_3.6.8,8.65,Service
4805,Latlux,Latlux_0.4.5,9.62,Software
4806,Hatity,Hatity_9.4.8,3.27,Service
4807,Toughjoyfax,Toughjoyfax_0.42,4.25,Software
4808,Biodex,Biodex_0.40,5.91,Service
4809,Ventosanzap,Ventosanzap_4.12,9.26,Service
4810,Fixflex,Fixflex_0.41,4.75,Hardware
4811,Fixflex,Fixflex_0.16,1.8,Hardware
4812,Flexidy,Flexidy_9.2.1,7.58,Service
4813,Kanlam,Kanlam_1.7.6,6.15,Software
4814,Ventosanzap,Ventosanzap_8.77,2.77,Service
4815,Prodder,Prodder_6.7.0,4.13,Software
4816,Gembucket,Gembucket_9.51,1.43,Hardware
4817,Domainer,Domainer_0.9.2,0.29,Service
4818,Tampflex,Tampflex_5.6,9.89,Hardware
4819,Span,Span_0.4.9,2.94,Software
4820,Lotlux,Lotlux_5.7.2,4.53,Software
4821,Flowdesk,Flowdesk_9.87,6.11,Service
4822,Konklab,Konklab_2.4.8,3.94,Service
4823,Redhold,Redhold_1.6,6.18,Software
4824,Trippledex,Trippledex_0.5.4,1.06,Service
4825,Daltfresh,Daltfresh_2.5.8,5.8,Service
4826,Flowdesk,Flowdesk_2.47,1.85,Service
4827,Gembucket,Gembucket_9.33,8.74,Software
4828,Fintone,Fintone_9.6,8.61,Software
4829,Ventosanzap,Ventosanzap_0.36,9.29,Software
4830,Overhold,Overhold_4.1.0,4.15,Software
4831,Fixflex,Fixflex_4.3.4,0.89,Software
4832,Zontrax,Zontrax_7.8,8.19,Hardware
4833,Alphazap,Alphazap_0.9.7,3.17,Software
4834,Namfix,Namfix_1.3,7.61,Software
4835,Sonsing,Sonsing_0.68,4.96,Service
4836,Flexidy,Flexidy_0.8.2,1.71,Service
4837,Konklux,Konklux_8.52,5.29,Hardware
4838,Subin,Subin_5.99,9.62,Software
4839,Subin,Subin_7.0.8,7.22,Software
4840,Tin,Tin_0.5.6,8.33,Service
4841,Alphazap,Alphazap_2.9.1,7.96,Hardware
4842,Pannier,Pannier_0.8.1,1.1,Software
4843,Fix San,Fix San_8.0.7,3.89,Software
4844,Sonair,Sonair_0.8.5,5.52,Service
4845,Rank,Rank_4.2.5,9.18,Hardware
4846,Voyatouch,Voyatouch_8.2,7.49,Software
4847,Lotstring,Lotstring_4.84,7.32,Hardware
4848,Fintone,Fintone_1.6.1,8.25,Service
4849,Otcom,Otcom_0.8.5,1.49,Hardware
4850,Bitwolf,Bitwolf_0.73,2.45,Service
4851,Overhold,Overhold_1.02,2.16,Service
4852,Bamity,Bamity_5.83,4.16,Software
4853,Konklab,Konklab_4.9.6,7.11,Service
4854,Temp,Temp_0.9.5,8.41,Hardware
4855,Cardguard,Cardguard_7.3,3.2,Service
4856,Tampflex,Tampflex_5.2,2.55,Hardware
4857,Bitwolf,Bitwolf_1.7.4,2.84,Software
4858,Lotstring,Lotstring_0.3.3,4.35,Service
4859,Ventosanzap,Ventosanzap_5.02,9.29,Hardware
4860,Temp,Temp_4.0,0.28,Software
4861,Fixflex,Fixflex_0.92,5.24,Hardware
4862,Tin,Tin_0.4.8,4.37,Hardware
4863,Opela,Opela_0.4.7,7.91,Software
